"","ccount.BCVAP_2012.RomneyR_12G_President","ccount.HCVAP_2012.RomneyR_12G_President","ccount.WCVAP_2012.RomneyR_12G_President","ccount.OCVAP_2012.RomneyR_12G_President","ccount.X12G_President_CVAP.RomneyR_12G_President","ccount.BCVAP_2012.ObamaD_12G_President","ccount.HCVAP_2012.ObamaD_12G_President","ccount.WCVAP_2012.ObamaD_12G_President","ccount.OCVAP_2012.ObamaD_12G_President","ccount.X12G_President_CVAP.ObamaD_12G_President","ccount.BCVAP_2012.X12G_President_abstain","ccount.HCVAP_2012.X12G_President_abstain","ccount.WCVAP_2012.X12G_President_abstain","ccount.OCVAP_2012.X12G_President_abstain","ccount.X12G_President_CVAP.X12G_President_abstain"
"93",109590.591019561,238519.884040213,4086002.0322096,126350.296465773,7024.61505714111,906513.2944375,1131127.53516298,938626.504306463,326766.777036842,4665.14112621469,1013773.11454294,2839816.58079681,3940363.46348394,232973.926497387,49.2438166441854
"94",110714.317263762,234444.44652649,4089337.64168111,128842.782259968,7016.21312599258,906611.411992998,1133735.32261159,934424.850092068,329857.804531256,4672.93657869385,1012551.27074324,2841284.23086192,3941229.50822681,227390.413208776,49.8502953135574
"95",109911.151318157,240956.032417319,4085746.21983688,128784.635333609,7023.15447793258,887007.488354553,1142914.53677494,942182.433818791,333437.527613293,4675.20030679362,1032958.36032729,2825593.43080774,3937063.34634434,223868.837053097,40.6452152737839
"96",114493.773117788,240631.930720448,4078503.42755378,127867.11710164,7042.19689692661,885941.831091597,1149398.22221017,938698.864393798,330201.142833918,4656.41026650072,1029441.39579062,2819433.84706939,3947789.70805243,228022.740064441,40.3928365726567
"97",117791.875422903,240657.281587706,4075398.90512972,129304.151556552,7013.23906707777,890054.458242091,1153910.54825957,938703.045777852,322328.975635262,4667.6410145533,1022030.66633501,2814896.17015274,3950890.04909246,234457.872808184,58.1199183689181
"98",112820.258824283,244775.418348487,4083673.88032631,124205.463209248,6997.09670805876,896136.363050568,1154045.97601979,925818.452581318,325471.351391205,4693.82115012237,1020920.37812515,2810642.60563174,3955499.66709239,236414.185399547,48.0821418188588
"99",114459.595437863,240390.236000213,4080520.59878835,123201.303051156,7001.91304217059,891966.922830746,1149656.48831772,927666.436194815,336003.441326691,4684.74629643046,1023450.48173139,2819417.27568206,3956804.96501684,226886.255622153,52.3406613989428
"100",110649.465371995,246943.348442501,4082942.08356074,121521.341372564,6988.18768295387,890860.20009688,1144926.41617,934751.996724294,333168.248888581,4699.93102666065,1028367.33453112,2817594.23538749,3947297.91971498,231401.409738855,50.8812903854754
"101",109801.15632221,247579.579875211,4085168.89550234,120476.740033416,6967.00468146573,904488.283570649,1134853.55755337,934592.936220349,328657.992578398,4711.40548974807,1015587.56010714,2827030.86257142,3945230.1682773,236956.267388187,60.5898287861939
"102",109703.801293852,244002.32718563,4085637.59904411,120823.102456204,7004.61959061083,898778.821883464,1136362.80746421,931993.041700368,338392.249263113,4684.50036860408,1021394.37682268,2829098.86535016,3947361.35925553,226875.648280684,49.8800407850695
